text,user,time,favorites,retweets,sentimentA,sentimentB,friendCount,followerCount,description,location,type,time_bin,cluster
thanks for making someone elses job harder so that you could pretend to confront sexism building the strawmen h,xkristi_kat,6/13/17 10:18,1,0,Positive,NA,21,77,russian spy weapons expert phd in bullshit amateur classical guitarist karaoke junkie future failing comedian graduated with a gpa in beauty school,"London, Ontario",quote,12,NA
did i just virtuesignal on the world wide web yes yes i did,DET1969,6/13/17 10:17,2,0,Very Positive,NA,1619,1127,but it does move,,quote,12,2
savage,RecruiterBrandi,6/13/17 10:15,6,2,Negative,NA,704,1081,recruiter focus on analytics buckeye nut dog lover disneyprograms views expressed are my own,"Los Angeles, CA",quote,12,3
did you just make the work day harder for underpaid shift workers many of whom are women yes yes you did,kingisthequeen,6/13/17 10:14,3,1,Very Positive,NA,227,122,inches of glitter,"Houston, TX",quote,12,NA
this,jzHere,6/13/17 10:13,0,0,Neutral,NA,118,28,just a girl making my way through life praying jesus leads the way,"Washington, DC",quote,12,3
cada pessoa retardada nesse mundo,rafofel,6/13/17 10:12,0,0,Neutral,NA,127,37,um feio arrumadinho,"Aachen, Germany",quote,12,3
inspired civil disobedience,Dunks,6/13/17 10:11,0,0,Positive,NA,136,132,skiing thinking techstuff energy efficiency fun,"North Vancouver, BC - Canada",quote,12,3
waa,lanshealy,6/13/17 10:10,0,0,Neutral,NA,107,497,,ur mom,quote,12,1
congrats you just did what every nigga does when they dont feel like putting groceries back in the correct place,TasiaPaintings,6/13/17 10:06,3,0,Very Positive,joy,151,113,s backup since people are too sensitive avi by,Ya mama's house.,quote,12,2
love this,SarahButtonedUp,6/13/17 10:05,2,0,Positive,joy,643,1432,cofounder buttoned up dreamer mom product developer design addict yoyo organizer,New York,quote,12,3
well behaved people rarely make history,johnleesandiego,6/13/17 10:05,0,0,Positive,NA,642,3370,credentialed journalist at owner culinary raconteur with a major disneyside i geoidentify as californian,NewJersey,quote,12,3
i get the it but someone has to work to now put those clothes back they prob make less per hour than you do,thecherness,6/13/17 10:01,17,2,Neutral,surprise,350,5155,not that onefounder managing editor s hostthe churn podcast cofounder prevstuff,NYC,quote,12,3
the comments on this it was a joke maybe theyll sell better here idk but dont be stupid if you want a damn,_DeviantLola1_,6/13/17 9:55,2,0,Neutral,surprise,202,2617,onlyi dont do free stuff dmbusiness only im the trolliest troll,http://tinyurl.com/LolabunnWL,quote,12,3
why dont you move some of those dresses into the boys department you sexist one sided pig,BrianBarBar,6/13/17 9:55,2,0,Very Negative,joy,251,432,olllllllo,NJ,quote,12,2
are you the one who told me i couldnt in the gender neutral bathroom at target,DadsFilmReviews,6/13/17 9:54,9,4,Neutral,NA,259,1050,leader of the dadarmy the vape master general admirer of denim leather materials,"Gary, Indiana",quote,12,3
i have a month old girl and have to shop in boys section for cool non pink clothes totally sick of assumptions,jenny_allison,6/13/17 9:53,1,0,Neutral,disgust,501,266,music festival programmer and production manager,,quote,12,3
ya wcw thinks shes woke because she rtd this,Justise_League,6/13/17 9:53,2,0,Neutral,NA,251,457,if you love the heat but hate yourself follow me broncos fan aspiring movie snob i also really like batman,,quote,12,1
but why,QueenTrey_,6/13/17 9:52,0,0,Neutral,NA,519,1265,free africa blm m i dont get cutei get dropdead gorgeous,BelgiÌÇ,quote,12,3
did you move items from their designated rack to one they dont belong on thus giving likely min wage workers addit,UchuuRaion,6/13/17 9:51,1,0,Neutral,joy,259,167,eurovisionteachocolatelemon thingsill only follow back if you say hi englishfranais,_Èèè÷_è´À,quote,12,3
im going to move all of the adam sandler dvds to the trash bag aisle because folks those films are garbage,SteveCuff,6/13/17 9:47,5,0,Very Negative,joy,458,310,i do things for and,"Milwaukee, WI",quote,12,3
peak tumblr on twitter we arent safe anywhere,Brombadil,6/13/17 9:46,0,0,Positive,NA,256,141,something about everything everything about something rt views,Mote of dust in a sunbeam,quote,12,1
excellent,second_nature,6/13/17 9:45,0,0,Positive,NA,491,213,,the world,quote,12,3
you go girl,Nick_el_odeon,6/13/17 9:44,0,0,Neutral,NA,400,259,twitter is,"Frogmore, England",quote,12,2
oh thank god youve fixed the worlds problems in reality you just made a store pickup employee stress the fuck o,Miketakon,6/13/17 9:44,2,2,Neutral,sadness,180,152,the end product from a drunken night of bad decisions embodying a life of wasted potential turkeynecked seussian nightmare bio by my bff,Pascal's Village,quote,12,2
sadly this is the level some ppl think is required to make a difference in this world try a little harder next time,Flaganatas,6/13/17 9:43,1,1,Negative,sadness,823,2475,there is a basket of fresh bread on your head yet you go door to door asking for crusts rumi explorer conduit seed sower lighthouse lightworker orator,spontaneous-evolution.com ,quote,12,2
guerrilla feminism in the aislesgreat idea cant wait to go shopping,ProfRedding,6/13/17 9:43,0,0,Neutral,NA,13,27,mom sister educator grateful for grace in any guise opinions tweeted are my own may not reflect the views of my employer,"Wisconsin, USA",quote,12,3
the world will never be the same,Liberty8691,6/13/17 9:43,1,0,Negative,NA,1153,208,freedom sports metal games follow me and be disappointed,"North Shore, MA",quote,12,2
those minimum wage shop workers must really love you for making their day harder,PanchoTaffy,6/13/17 9:41,0,0,Neutral,joy,523,789,witty original content not stolen from anywhere nope honest to god,,quote,12,4
i hope you get banned from the store next time you cunt,AntifaGamerGate,6/13/17 9:40,8,2,Neutral,sadness,363,870,i work for views are my own,,quote,12,2
maybe you could find a way to combat sexism without like making jobs harder for retail employees,bornsecuIar,6/13/17 9:40,2,0,Neutral,joy,249,324,i am online and you all have to deal with it,,quote,12,3
fucking ridiculous with this dumb fucking bullshit you dumb bitch its not even that serious walk your ass to the,BIGT3X4SMEAT,6/13/17 9:40,0,0,Neutral,joy,485,645,texas executive hustlegang kobk rattpack ovo,,quote,12,1
the most grating thing of it is you know someones gonna throw a hissy fit at the cashier,JTabon,6/13/17 9:40,0,0,Positive,anger,197,103,why who wants to know,"Cincinnati, OH",quote,12,3
oh this is so easy and so good,SarahEFranklin,6/13/17 9:39,3,0,Very Positive,joy,1435,3593,debut novel shelter out july th with run short story award judge senior lecturer at,,quote,12,3
i appreciate the sentiment but as someone whos worked minimum wage retail also a light please dont fuck with w,twomiletower,6/13/17 9:38,8,0,Positive,joy,359,1443,d generalist giant woman exengineer accordionist intersex goth occasional naked lady possible cyborg tip jar,Space? Spaaaaaaaaaace!,quote,12,3
target literally has a nasa top for each of the demographics already,_aeb_oneefour,6/13/17 9:38,3,0,Positive,surprise,269,341,wlp odu,east coast,quote,12,1
i appreciate the sentiment but all youve really done is made some minimum wage workers life more difficult,passingfair,6/13/17 9:36,5,0,Very Negative,joy,600,653,book nerd world traveller comics writer master of shakespeare librarian in training mollyology lapsed bookseller currently grad school part,Dublin,quote,12,3
yall just giving employees there more work cant yall just walk to that section and get the damn shirt if u want it,gloseoks,6/13/17 9:34,0,0,Very Positive,joy,1039,840,,,quote,12,1
in case you didnt see this one,beccastainton1,6/13/17 9:33,1,0,Negative,NA,237,94,this whole twitter thing got started by following s yearinspace,South shore of Lake Ontario,quote,12,3
youre a piece of shit,RyanK823,6/13/17 9:32,0,0,Negative,NA,119,227,people are dumb as rocks,,quote,12,2
type of hero we need,villancikos,6/13/17 9:30,0,0,Positive,joy,623,428,nonsense,,quote,12,3
good on you,Furry_Feets,6/13/17 9:29,0,0,Positive,joy,205,34,progressive political junkie software engineer business owner author dog lover human,"Florida, USA",quote,12,3
resist,ndimhypervol,6/13/17 9:28,1,0,Negative,NA,87,87,ndimensions of iniquitous commentary on ecology,NYC,quote,12,3
more of this please,LISSABACH3,6/13/17 9:27,0,0,Very Positive,joy,600,295,,Follow/RT ‰äÊ Endorsement,quote,12,3
i will be doing the same thing,OlinkaJB,6/13/17 9:27,0,0,Neutral,NA,259,92,to me being a chris colfer fan means caring about others supporting important issues to make this world a bit brighter more equal and compassionate,,quote,12,3
culture jamming at its most basic good for them,PissTrumpArt,6/13/17 9:24,0,0,Very Positive,joy,439,145,im james a professional artist who has spent yrs keeping politics out of my art this project will change that forever resistance antitrump,"Washington, USA",quote,12,3
this thread will give you cancer oh my god man like the deeper you scroll the worse it gets,Indikur,6/13/17 9:24,0,1,Neutral,joy,734,868,turn to page,,quote,12,1
kitchen now,Winnalldinho,6/13/17 9:23,0,0,Neutral,NA,52,341,vs,Loovens~by~me,quote,12,NA
yesss,samantha_kook,6/13/17 9:22,1,0,Neutral,NA,1190,686,food travel prev news nerd proud sun devil will always pay extra for guac,"New York, NY",quote,12,3
wait did you just assume this sections gender,hoedeehoe,6/13/17 9:21,8,0,Negative,NA,3336,4499,based on a true story,"Louisiana, USA",quote,12,NA
inequality resolved,corey2407,6/13/17 9:19,1,0,Neutral,NA,87,106,howay man jack gerrout,,quote,12,NA
shits on the poor snafu,DrunkenDeadpool,6/13/17 9:18,0,0,Negative,sadness,448,545,oh yea you like that dont you,,quote,12,2
my girls would def buy them,acunabeat,6/13/17 9:12,0,0,Neutral,NA,446,808,catador de frutsi colectivotlaloc skate bmx shop owner dicen que le muevo al tlalocrifa,Norte de Coahuila,quote,12,1
good intentions dont excuse making an underpaid retail workers job harder and boys tanks are different they wo,GunwildPrime,6/13/17 9:10,2,1,Negative,joy,245,460,writer of the webcomic cassiopeia quinn from hiveworks trying and failing every day to be positive opinions my own,The Empire State,quote,12,3
the hero we all need right now way to go katie,Eng_Problems,6/13/17 9:07,6,2,Very Positive,joy,23,563,wrenches before wenches,UWO,quote,12,3
got a verified badass over here,john_william,6/13/17 9:06,0,0,Positive,NA,62,72,the pretty smartest captain of the team,Como Boco,quote,12,2
what a moron,WaGGuM,6/13/17 9:04,30,30,Negative,NA,107,10031,trump fan in ny cool calm collected cancer survivor maga,"New York, NY",quote,12,2
this is the best kind of trolling ive ever seen i think im going to do it next time im in target,SAprincess16,6/13/17 9:04,0,0,Very Positive,joy,443,78,you used to call me on your cell phone,"San Antonio, TX",quote,12,3
and this is what narcissism looks like,Grapplnpolymath,6/13/17 9:03,0,0,Positive,joy,1761,488,freelance writer comics gaming esports film television pro wrestling combat sports insta grapplingpolymath,"Richmond, VA",quote,12,3
cc,laurenfritts,6/13/17 9:03,1,0,Neutral,NA,1910,5961,in romper room alum fmr digital communications director fmr for president digital director,,quote,12,2
a very rare actually good case of consumer hacking,hhpapazian,6/13/17 9:02,1,0,Positive,joy,292,1511,armenian world citizen typeface paramour herder of elephants in rooms,Los Angeles,quote,12,3
and now those retail employees hate you too,joncupo,6/13/17 9:02,0,0,Negative,anger,1413,2983,host of shake bake focusing on the entire racing experience movies music video games tailgating garage talk etc that just happened,"Cleveland, OH",quote,12,2
grax,its___mdm,6/13/17 9:01,0,0,Neutral,NA,115,213,tan llena de sueos que a veces despierto y sigo volando,,quote,12,1
rate this feminist praxis,Tieeeeeeen,6/13/17 8:58,0,0,Neutral,NA,196,224,everythings mine but just on a loan,,quote,11,2
my daughter would do this love it,ProfessorOfComm,6/13/17 8:57,0,0,Very Positive,joy,378,331,i teach writing rhetoric techcom and ethics research patientdiscourse and breastcancer and mentor incredible students tweets reflect me,"Dallas, TX",quote,11,2
omg love it,KelliKatsura,6/13/17 8:57,0,0,Positive,joy,121,24,horticulturalist by trade artist at leisure and geek at heart,,quote,11,3
this is great and all but from a sales assistants perspective you are just being a pain in the ass,laurajanecops,6/13/17 8:57,6,0,Negative,joy,246,340,pouty bitch writer of stuff,london,quote,11,3
siempre ha habido idiotas que descolocan la ropa para que las dependientas tengan trabajo lo nuevo es que lo presu,rafaelKxo,6/13/17 8:55,0,0,Positive,NA,116,117,apasionado por la tecnologa y experto en su uso para solucionar problemas,"Houston, TX",quote,11,2
me when i put the bible in the fiction section at barnes and nobles,JeanPaul_Fartre,6/13/17 8:55,3,0,Negative,NA,579,577,marxist,"Cincinnati, OH",quote,11,3
well done on pissing off a minimum wage employee to virtue signal on social media,adamjrcorbett,6/13/17 8:54,0,0,Neutral,NA,574,242,merry melomaniac charming carouser footie fanatic english expounder,GTA,quote,11,2
mal als ergnzung zum weil dieser ursprungstweet derzeit berall geteilt und gefeiert wird,nijakaie,6/13/17 8:53,0,0,Neutral,NA,54,61,literarische bersetzerin freie lektorin und hobbymeckertante mit eigenem spielplatz,,quote,11,3
another example of the blue checkmark just being an a indicator,njemm008,6/13/17 8:52,0,0,Positive,sadness,2148,1755,its impossible to reason someone out of a position they were not reasoned into so mock a liberal for the betterment of society find me at gabai,,quote,11,NA
lets all do this and vice versa,SalonRebooted,6/13/17 8:49,0,0,Negative,NA,262,31,salon without boundaries recreates salon conversation with recordings reconstructions live event streaming and the collection of artistic output from women,,quote,11,3
yeah thatll show society and the hardworking employee who spent time organizing all of those clothes,NavyHuskie,6/13/17 8:49,2,1,Positive,NA,297,598,sailor dog kind of a mess woof,New Orleans,quote,11,2
