"","text","user","time","favorites","retweets"
"1445","wow how will the patriarchy ever recover","BelgianTrumper",2017-06-12 15:14:01,0,0
"1446","who thinks this is a good idea this only makes more work for the employees have you ever worked in retail lol","itsmonatariq",2017-06-12 15:12:56,8,1
"1447","thats target and the girls section has more nasa shirts than the boys section does u rude ass","lolomilmil",2017-06-12 15:12:45,10,4
"1448","when i grow up i want to do really important things like this too","WokeSixYearOld",2017-06-12 15:12:31,25,11
"1449","look at me i did nothing besides make work for some minimum wage retail worker celebrate me","Dravvie",2017-06-12 15:12:01,18,1
"1450","i approve of this","john_osborn",2017-06-12 15:11:36,1,0
"1451","all in a days work","StoriesByEli",2017-06-12 15:11:29,2,0
"1452","youre a pos if you do this if a kid wants clothes from a different department just take them there dont cause","MrsLewdatic",2017-06-12 15:11:27,6,2
"1453","go girl","krittleman",2017-06-12 15:11:26,0,0
"1454","okay but do you think of the sales associates who now have to take the time to put that back bc they have standards","sadcici",2017-06-12 15:11:18,156,84
"1455","d","nTs_qpop",2017-06-12 15:09:55,1,0
"1456","the message is good but at the end of the day you didnt do anything but make some minimumwagers life harder tha","GerBear76",2017-06-12 15:07:47,0,0
"1457","about time my nephews dgf is truly a rocket scientist works for spacex after graduating from mit with a degree i","TimSilvestre",2017-06-12 15:07:16,1,1
"1458","and boom she created a job big damn hero","bdunbar",2017-06-12 15:06:44,0,0
"1459","very cool","lizcorr_writes",2017-06-12 15:06:26,4,0
"1460","not all heroes wear capes","R_U_Nuts",2017-06-12 15:06:24,0,0
"1461","congrats youre making retail workers have a harder time the same people who happen to have nothing to do with th","olivia_seibel",2017-06-12 15:05:49,0,0
"1462","we should all do this","cerebral_artery",2017-06-12 15:05:41,0,0
"1463","i seen a girl with a tshirt two days ago","Xevib",2017-06-12 15:05:30,0,0
"1464","op has prob never worked in retail shit like this is one of the least effective forms of protestactivism actual","OhHelloSugar",2017-06-12 15:05:24,0,0
"1465","yes huzzah","RoganWright",2017-06-12 15:05:15,0,0
"1466","ill remember this for my daughters next clothes shopping trip she buys cool boy shirts anyway","FaunaFigures",2017-06-12 15:04:56,0,0
"1467","wow congratulations you are going to single handedly make someone spend minutes putting them back","TheSmuggestPug",2017-06-12 15:04:35,0,0
"1468","youve made such a difference wow bravo fucks sake","ZeusLFC",2017-06-12 15:02:55,1,0
"1469","yes","GrainOfRuth",2017-06-12 15:02:01,1,1
"1470","well done","IamChestyle",2017-06-12 15:01:58,0,0
"1471","direct action d","xenos3nbn",2017-06-12 15:01:32,1,0
"1472","way to go","pdx2wheeler",2017-06-12 15:01:30,0,0
"1473","congratulations you have autism","KeatonPrime",2017-06-12 15:01:20,0,0
"1474","not all heroes wear capes","Pillowghost",2017-06-12 15:00:51,4,0
"1475","i cant believe that its and stores are still trying to homogenise the shit that kids wear just call it kid","waronfacades",2017-06-12 15:00:47,1,0
"1477","look at me i just made more work for retail workers arent i so woke","Nick_Rizzuto",2017-06-12 14:59:43,3,2
"1478","when customers think they doing something but really you just work thereso this just did nothing","hipp_notic",2017-06-12 14:59:15,0,0
"1479","sigh i have a bunch of comic star wars graphic tees that i bought and can only ever find in the mens section","whimsicallyours",2017-06-12 14:58:23,1,0
"1480","you are an actual tumor","BigShowRoolz",2017-06-12 14:58:04,0,0
"1481","ya","caseysmom39",2017-06-12 14:57:04,0,0
"1482","this is why queers poc will die under trump because this is what white cis liberals think resistance means","sanfranciscoian",2017-06-12 14:56:54,15,10
"1483","loved","Prof_Bruckner",2017-06-12 14:56:46,0,0
"1484","are you a fucking idiot yes yes you are","Makoto__Niijima",2017-06-12 14:55:54,6,0
"1485","viva la revolucin","LolyComplex",2017-06-12 14:54:59,0,0
"1486","hero heavy on the sarcasm","ReneGCastillo",2017-06-12 14:54:04,1,0
"1487","did you just take a bunch of headass from the headass section put them headass section yes yes you didfuckin","OldManRoland_",2017-06-12 14:53:51,5,6
"1488","i work at wal mart and ill have you know everyone one in the store especially the women hate you with all their h","H3terotr0n",2017-06-12 14:53:42,0,0
"1489","wait you were able to enter the boys clothing section without being tazed","mattbearnest",2017-06-12 14:53:14,0,0
"1490","this is obnoxious and childish has hell you have no idea how many times i have to fix tables and shelves cause peo","BasedDrWorm",2017-06-12 14:53:02,17,5
"1491","you do realize that women also shop in the boys section and you just made more work for the employers","haramnochu",2017-06-12 14:52:53,9,1
"1492","one cuff youd ah get","tobago_james",2017-06-12 14:52:38,0,0
"1493","youre the sort of person retail workers literally despise","asdfghjosh",2017-06-12 14:52:33,0,0
"1494","heros dont always wear capes","mikeestee",2017-06-12 14:52:29,4,0
"1495","if i like a shirt ill buy it who cares what section its in stop inconveniencing workers and just teach kids to","___brujita",2017-06-12 14:51:54,0,0
"1496","we are truly blessed to live in a time with such brave souls such heroes to humynity","captain_trash_",2017-06-12 14:51:36,0,0
"1497","making more pointless work for female retail workers is the final frontier of feminism","electric_pence",2017-06-12 14:51:32,8,3
"1498","i agree with the sentiment but men and women tops are different shapes and this is just being a dick to the retai","SllightlyOnFire",2017-06-12 14:51:16,0,0
"1499","only someone who has never stocked a store before would do this","KBTM30",2017-06-12 14:50:40,1,0
"1500","well done","ChristineVick14",2017-06-12 14:50:07,0,0
"1501","seriously why not just rip down the signs identifying the boys and girls departments thats where this is going","SmallMetalOwl",2017-06-12 14:49:29,0,0
"1502","shut up kathy","ICONZT",2017-06-12 14:49:24,3,0
"1503","some girl got reprimanded bc her work area wasnt properly stocked thanks katie girl power","afroSHIRL",2017-06-12 14:49:09,0,2
"1504","wonder woman is fine the movie is not a feminist statement girls can wear nasa youre still a f","HectorCS5",2017-06-12 14:48:29,0,0
"1505","i need attention","bradcundiff",2017-06-12 14:48:25,7,3
"1506","theres this weird concept that parents purchase clothes from boys and girls sections bc their kids like it so who","onehappycatmom",2017-06-12 14:48:05,0,0
"1507","this whole feminism shit starting to get real stupid","BLACKJEFE_",2017-06-12 14:47:58,0,0
"1508","omg you just saved all of humanity you are a feminist icon omg they already sell nasa shirts in the girls section g","FigDrewton",2017-06-12 14:47:47,21,10
"1509","great response to","judeenright",2017-06-12 14:47:24,5,1
"1510","lmao me","SarahEhrhart",2017-06-12 14:47:15,7,0
"1511","i wish no one had to do this and the store did it on its own","Jus10_P3",2017-06-12 14:47:04,0,0
"1512","the people who work retail fucking hate you stop making their job harder","NotPeoriaMayor",2017-06-12 14:46:13,1,0
"1513","take note","dannfpe",2017-06-12 14:46:09,7,2
"1514","moving nasa shirts isnt odd if you realize the goal of feminists sjws and space scientists is to introduce and no","jayarrington",2017-06-12 14:46:00,1,0
"1515","pathetic neoliberalism id burn down the store and mix the ashes of the boys and girls signs while mating with","kilovh",2017-06-12 14:45:57,2,0
"1516","i live near san francisco there are a lot of feministlgbtq activists who effectively do nothing but cause probl","Niktereuto",2017-06-12 14:45:49,2,0
"1517","u kno that the floor workers in these stores get shit on when merchandise isnt in the right place right u reall","onehappycatmom",2017-06-12 14:45:48,0,0
"1518","love this","amarikidd",2017-06-12 14:45:44,0,0
"1519","hero","AlanHoffmann",2017-06-12 14:45:39,0,0
"1520","shero","Scout_Finch",2017-06-12 14:45:14,8,1
"1521","lt","m4c_me",2017-06-12 14:45:06,0,1
"1523","subtext me me me me me me me me me me me me me me me me","DavidSPJM",2017-06-12 14:44:05,4,0
"1524","i grew up in the s and wore boys tshirts its not like theres passport control checking ids between sections","mosesmosesmoses",2017-06-12 14:43:52,73,25
"1526","the hero we need and deserve","PurpleSaline",2017-06-12 14:42:43,0,0
"1527","retweeted this gem before i saw your inquiry i think were on the same side","Kevin_Hendzel",2017-06-12 14:41:35,3,1
"1528","yes","duniamn",2017-06-12 14:41:32,0,0
"1529","take that patriarchy you shit","SyesamaALT",2017-06-12 14:41:23,0,0
"1530","what a way to make the workers have to waste time putting them back in the original location because of youre men","Wallderweireld",2017-06-12 14:40:30,10,1
"1531","one small step for a feminist one giant pain in the ass for the people who work there to move them back","ScottGreenfield",2017-06-12 14:40:21,18,3
"1533","im sure theres better ways to combat sexism than needlessly inconveniencing retail workers for no good reason","LadyScyther",2017-06-12 14:39:38,2,0
"1535","this is quite the pathetic attempt at smashing the patriarchy","JBoprie",2017-06-12 14:38:37,1,0
"1537","stealing this idea","jeffmueller",2017-06-12 14:38:14,25,4
"1538","dont think i could love this morelt also i know what ill be doing every single time","CarmenMTZ",2017-06-12 14:37:36,1,0
"1539","youre only creating more work for the employees who have to sort them back","witapepsi",2017-06-12 14:36:05,8,0
"1540","im sure the lowpaid overworked retail worker wholl have to undo your handiwork will be pleased","SandraHelena39",2017-06-12 14:36:00,0,0
"1541","imagine this being your biggest concern there are people that are dying","fleetwoodcat",2017-06-12 14:35:49,2,0
"1543","im sure the minimum wage worker who has to put that stuff back in its assigned place will be comforted by your ton","Singlemaltfiend",2017-06-12 14:35:18,182,40
"1544","did you just go out of your way to make extra work for under paid retail workers just so you can appear woke ye","_flowergypsy",2017-06-12 14:35:10,0,1
"1545","youre edgy","RavensMike",2017-06-12 14:35:02,0,0
"1546","i worked in those shops sadly im sure those end up back in boys section shortly i hope some of the lil girls","artofdel",2017-06-12 14:34:43,0,0
"1547","its great when you can see whos never worked retail","bobshabazz",2017-06-12 14:33:53,6,0
"1549","sally ride really aint shit compared to this hero","CoverSalmon",2017-06-12 14:33:08,0,0
"1550","unnecessary in more ways than one","kevasidhe",2017-06-12 14:32:48,0,0
"1551","as someone who works in retail i can honestly say that by doing this you are making our jobs even more difficult th","quigleyquagmire",2017-06-12 14:32:41,7,2
"1552","right on brother err sister taking the fight to the man there","SwearyParrot",2017-06-12 14:32:15,4,0
"1553","hero","shawnapandya",2017-06-12 14:31:39,6,0
"1554","it seems we have a real life vigilante or maybe shes just a twat","WilliamKinlan",2017-06-12 14:31:04,0,0
"1555","this is funny because no one that is in power to make they change they want to see will never know this even happen","kristenlogan7",2017-06-12 14:30:51,0,0
"1556","the hero gotham deserves","SusanEsparza",2017-06-12 14:30:47,1,0
"1557","i just want to know who put the lace shorts in the mens section","ProfMJCleveland",2017-06-12 14:30:14,0,0
"1558","how revolutionary and brave","ImmaWildling",2017-06-12 14:30:04,2,2
"1559","did you just make extra work for the employees of that store merely to put on an iditic display of selfrighteousn","ApocalypsisJesu",2017-06-12 14:29:45,4,1
"1560","ok but women arent allowed in space","DSASmoothBrain",2017-06-12 14:29:34,37,3
"1561","not all heroes wear capes","AlexLJ",2017-06-12 14:29:23,0,0
"1562","hear that sound its the sound of a gazillion current and former retail employees rolling their eyes","showupforthis",2017-06-12 14:29:21,5,1
"1563","great idea","bhammerberg",2017-06-12 14:29:18,0,0
"1564","clearly this person has never worked retail way to stick it to the patriarchy","Tawnithan",2017-06-12 14:28:53,6,1
"1565","if a store received a corporate visit this womans bravery would result in penalties for the employees because o","alliedoll42",2017-06-12 14:28:44,2,0
"1566","so brave","xavispar4",2017-06-12 14:28:18,1,0
"1567","thank you","CudlipJ",2017-06-12 14:28:04,0,0
"1568","katie used virtue signal its super effective the patriarchy passed out","Somewhere_USA",2017-06-12 14:27:40,3,0
"1569","patriarchy btfo","red_destin",2017-06-12 14:27:37,1,0
"1570","what a jerk im sure the minimum wage retail schlub appreciates your work","AppFlyer",2017-06-12 14:27:37,4,1
"1571","thats cute but the associates dont want to clean up your fucking mess cause you want to prove a point","Corisa___",2017-06-12 14:27:35,0,0
"1572","you should remove the desicates tooclothes wont last years without them","czechov",2017-06-12 14:27:00,0,0
"1575","next time you cant find help in a store because the employees are restocking merchandise send a thank you tweet t","Wombat32",2017-06-12 14:26:28,0,0
"1576","white feminism is making minimum wage workers clean up your mess so you can make a shitty tweet about your shitty b","ErickaSimone",2017-06-12 14:26:25,8,4
"1577","applause","CassandraDasher",2017-06-12 14:26:24,1,0
"1578","wow qween sleigh","BoomerHolocaust",2017-06-12 14:26:23,3,0
"1579","you go girl","michaelptoomey",2017-06-12 14:25:59,1,0
"1580","dumb slut","jaydenman44",2017-06-12 14:25:16,2,0
"1582","not once did i ever think that could work at nasa someday until i saw these tanks in the girls section tysm","JortsQueen",2017-06-12 14:24:43,2,0
